area_type,area,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11,metric_12,metric_13,metric_14,metric_15,metric_16,metric_17,metric_18,metric_19,metric_20,metric_21,metric_22,metric_23,metric_24,metric_25,metric_26,metric_27,metric_28
district,Beluran,0.195,0.051,0.049,0.03,0.039,0.112,-0.796,-0.63,-0.102,-0.04,0.061,-0.17,0.236,-0.504,-0.259,-0.45,0.09,0.59,,,-0.113,,,0.018,-0.179,0.002,-0.469,0.016
district,Kota Kinabalu,-0.508,0.033,-0.315,0.228,-0.18,-0.382,0.0,0.151,0.042,0.095,-0.114,-0.26,0.026,-0.359,0.157,0.013,0.08,-0.038,,,0.05,,,0.113,-0.069,-0.526,-0.674,-0.389
district,Ranau,0.107,0.675,0.355,-0.781,0.233,-0.262,-0.797,-0.526,0.007,0.277,0.101,0.025,0.042,-0.306,-0.099,-0.169,0.132,0.301,,,0.028,,,0.001,-0.035,0.149,-0.159,0.137
district,Kota Belud,0.004,0.661,0.75,-0.475,0.003,-0.188,-0.781,0.001,0.128,0.271,0.042,0.046,0.146,-0.003,-0.169,-0.269,0.184,0.415,,,-0.14,,,-0.174,-0.179,0.001,-0.302,0.178
district,Tuaran,-0.07,0.241,0.101,0.083,0.088,-0.233,-0.732,0.005,0.087,0.149,0.041,0.003,0.106,-0.248,-0.043,-0.089,0.083,0.14,,,-0.043,,,-0.321,-0.173,0.019,-0.416,0.119
district,Penampang,-0.469,0.18,0.069,-0.674,0.18,-0.344,-0.618,0.035,-0.051,-0.026,-0.192,-0.324,-0.131,-0.315,0.085,-0.004,-0.121,-0.33,,,0.131,,,0.093,-0.22,-0.47,-0.487,0.02
district,Papar,-0.028,0.153,0.075,-0.311,0.149,-0.191,0.183,0.006,-0.023,0.2,-0.001,-0.094,-0.112,-0.338,0.03,-0.104,-0.013,0.076,,,0.126,,,-0.376,-0.307,-0.122,-0.46,0.011
district,Kudat,-0.005,-0.315,-0.602,0.353,-0.066,0.017,-0.779,-0.048,0.083,0.187,0.089,0.0,0.244,-0.152,-0.247,-0.22,0.237,0.535,,,-0.197,,,-0.005,-0.183,0.045,-0.169,0.082
district,Kota Marudu,0.029,0.348,0.133,-0.667,0.166,-0.099,-0.788,-0.386,0.035,0.061,0.174,0.042,0.251,-0.14,-0.284,-0.215,0.247,0.608,,,-0.205,,,0.037,-0.016,-0.111,-0.004,0.253
district,Pitas,0.006,-0.165,-0.018,0.087,0.014,0.21,-0.797,-0.501,0.015,0.047,0.192,0.097,0.21,-0.032,-0.358,-0.367,0.344,0.727,,,-0.192,,,0.212,-0.021,0.092,-0.85,0.507
district,Beaufort,0.02,0.04,-0.517,0.034,0.074,-0.059,0.014,-0.306,0.052,0.138,0.032,0.041,0.033,-0.077,-0.079,-0.148,0.01,0.208,,,-0.01,,,0.021,0.009,0.112,-0.073,0.303
district,Kuala Penyu,-0.453,-0.614,-0.706,0.378,-0.052,-0.117,0.011,-0.21,0.152,0.104,-0.044,0.077,0.099,-0.082,-0.189,-0.344,0.063,0.347,,,-0.076,,,0.414,-0.232,0.218,0.089,0.29
district,Sipitang,0.067,0.244,0.104,-0.248,0.287,-0.232,0.004,-0.632,-0.009,0.14,0.024,-0.078,0.146,-0.263,-0.002,-0.298,-0.038,0.041,,,-0.08,,,0.2,0.07,0.045,0.16,0.179
district,Tenom,0.052,0.218,0.105,-0.687,0.246,-0.182,-0.134,-0.55,0.035,0.165,0.071,-0.019,0.099,-0.241,-0.103,-0.194,-0.038,0.148,,,-0.038,,,0.106,-0.039,0.133,0.067,0.078
district,Nabawan,0.223,0.225,0.103,-0.802,0.323,-0.426,-0.8,-0.733,-0.064,0.316,0.166,-0.195,0.049,-0.381,-0.158,-0.233,-0.19,0.441,,,0.036,,,-0.875,-0.314,0.182,-0.85,-0.085
district,Keningau,0.104,0.371,0.105,-0.815,-0.007,0.028,0.015,-0.315,0.013,0.086,0.061,-0.171,0.179,-0.355,0.011,-0.141,0.035,0.146,,,-0.091,,,-0.377,-0.182,-0.1,-0.46,0.173
district,Tambunan,0.002,0.444,0.132,-0.825,0.259,-0.309,-0.793,-0.527,0.08,0.087,0.148,0.06,0.268,-0.123,-0.085,-0.118,0.066,0.14,,,-0.224,,,0.271,0.118,0.086,0.019,0.138
district,Kunak,-0.087,-0.166,-0.065,-0.401,0.056,0.181,-0.781,-0.118,-0.1,0.425,-0.037,-0.377,0.363,-0.449,-0.016,-0.24,0.115,0.288,,,-0.24,,,0.039,-0.525,-0.502,-0.423,0.221
district,Tongod,0.407,0.193,0.086,-0.778,0.306,-0.062,-0.8,-0.738,-0.105,0.026,-0.321,-0.371,0.332,-0.42,-0.361,-0.388,0.219,0.775,,,-0.219,,,-0.875,-0.399,-0.203,-0.85,-0.325
district,Putatan,-0.675,-0.513,-0.423,0.159,-0.352,-0.32,0.043,0.184,0.007,0.078,-0.392,-0.196,0.001,-0.324,0.078,-0.031,-0.006,0.048,,,0.065,,,-0.875,-0.181,-0.521,-0.85,0.003
district,Telupid,0.042,0.178,0.127,-0.687,0.088,-0.075,-0.798,-0.639,-0.13,-0.076,-0.009,-0.045,0.13,-0.546,-0.097,-0.419,0.306,0.522,,,0.003,,,-0.875,-0.164,-0.206,-0.85,0.414
district,Kalabakan,0.12,0.118,-0.339,0.005,0.11,0.198,0.001,-0.648,-0.143,0.0,-0.009,-0.045,0.173,-0.562,0.061,-0.173,0.097,0.1,,,-0.036,,,-0.875,-0.289,-0.417,-0.85,-0.125
district,Kuching,0.009,0.065,0.075,0.138,-0.014,-0.334,0.076,0.037,0.111,0.062,-0.136,-0.104,-0.194,0.086,0.138,0.107,0.052,-0.217,,,0.073,,,0.131,-0.047,-0.224,-0.464,0.105
district,Bau,-0.221,0.031,0.058,-0.799,0.221,-0.186,0.02,-0.131,-0.006,0.157,0.017,0.031,-0.267,0.16,-0.018,-0.082,-0.041,0.027,,,0.087,,,0.1,-0.326,0.194,-0.291,0.222
district,Lundu,0.024,0.136,0.134,0.01,0.065,0.157,0.019,-0.582,-0.084,-0.056,0.061,0.005,-0.1,0.12,-0.16,-0.189,0.0,0.037,,,0.017,,,0.247,-0.165,0.211,0.206,0.33
district,Samarahan,-0.478,-0.625,-0.683,0.02,-0.012,0.178,-0.421,0.027,0.292,-0.154,-0.257,-0.442,-0.24,-0.287,0.099,0.081,-0.111,-0.301,,,0.185,,,-0.289,-0.381,-0.374,-0.391,0.055
district,Serian,0.021,-0.08,0.056,-0.8,0.108,0.148,0.023,-0.249,0.039,-0.019,0.044,0.051,-0.199,0.237,-0.076,-0.077,0.056,0.142,,,0.03,,,0.001,-0.343,0.143,-0.505,0.046
district,Simunjan,0.043,-0.095,-0.631,0.137,0.133,0.231,0.004,-0.605,-0.041,0.007,0.096,0.089,-0.138,0.246,-0.272,-0.295,0.063,0.21,,,-0.002,,,0.216,-0.273,0.414,-0.038,0.285
district,Sri Aman,0.048,-0.059,0.063,0.129,0.124,0.21,0.01,-0.495,0.003,0.141,-0.15,0.048,-0.2,0.375,-0.124,-0.097,-0.01,-0.047,,,-0.013,,,0.063,-0.267,0.102,0.025,0.031
district,Lubok Antu,0.086,0.077,0.077,0.054,0.249,-0.266,0.0,-0.698,0.083,-0.06,-0.102,0.099,-0.286,0.475,-0.259,-0.12,0.021,0.0,,,0.002,,,-0.875,0.066,0.447,-0.85,0.07
district,Betong,0.012,-0.189,-0.209,0.066,0.149,0.103,0.016,-0.527,-0.008,0.02,0.305,0.261,-0.236,0.262,-0.248,-0.115,0.052,0.231,,,0.04,,,0.215,0.025,0.32,0.175,0.05
district,Saratok,-0.22,-0.426,-0.33,-0.496,0.152,0.139,0.008,-0.499,0.221,0.05,0.383,0.365,-0.365,0.16,-0.203,-0.11,0.045,0.094,,,0.139,,,0.429,-0.219,0.645,0.385,0.312
district,Sarikei,-0.167,-0.47,-0.506,0.171,0.033,0.03,0.04,-0.294,0.135,-0.08,0.047,0.087,-0.156,0.177,-0.126,-0.001,0.045,0.019,,,0.027,,,0.15,0.01,0.273,0.11,-0.186
district,Maradong,-0.31,-0.554,-0.615,0.077,-0.006,0.172,0.008,-0.475,0.165,-0.016,0.036,0.165,-0.049,0.165,-0.224,-0.196,0.056,0.076,,,-0.027,,,-0.875,-0.265,0.559,0.465,0.129
district,Daro,-0.037,-0.695,-0.737,0.779,-0.09,0.315,-0.049,-0.61,-0.102,-0.081,0.213,0.181,0.002,0.039,-0.295,-0.259,-0.124,0.169,,,-0.012,,,0.538,-0.123,0.218,0.15,0.336
district,Julau,0.019,-0.037,0.041,-0.808,0.32,-0.315,-0.1,-0.686,0.186,-0.009,0.001,0.106,-0.109,0.297,-0.334,-0.141,0.146,0.081,,,-0.041,,,-0.875,0.17,0.34,0.243,-0.163
district,Sibu,0.043,-0.516,-0.557,0.097,-0.023,0.244,0.057,0.004,0.024,-0.077,-0.127,-0.004,-0.245,0.084,0.057,0.043,0.021,-0.056,,,0.1,,,0.115,0.002,0.022,-0.494,-0.28
district,Dalat,-0.21,-0.657,-0.703,-0.253,0.061,0.408,-0.79,-0.528,0.01,-0.056,0.0,0.091,-0.133,0.238,-0.092,-0.044,0.104,0.064,,,-0.003,,,0.483,-0.283,0.161,0.123,-0.342
district,Mukah,0.058,-0.67,-0.739,-0.466,0.094,0.567,-0.779,-0.601,-0.057,-0.131,0.008,0.031,-0.158,-0.047,0.011,-0.076,0.028,0.04,,,0.091,,,0.163,-0.171,0.145,0.281,-0.331
district,Kanowit,0.044,0.003,-0.013,0.0,0.219,-0.249,-0.019,-0.664,0.155,-0.093,0.072,0.191,-0.057,0.373,-0.339,-0.229,0.097,0.223,,,-0.1,,,0.391,-0.06,0.306,0.348,0.033
district,Bintulu,0.032,-0.229,0.103,0.109,-0.081,0.327,0.875,0.002,-0.106,0.04,-0.047,-0.303,-0.14,-0.381,0.2,0.088,-0.117,-0.546,,,0.15,,,0.07,-0.32,-0.468,-0.521,0.034
district,Tatau,0.17,0.03,0.132,-0.451,0.275,0.201,0.0,-0.713,-0.141,0.075,-0.017,-0.11,-0.103,-0.168,0.004,0.003,-0.216,-0.273,,,0.087,,,-0.875,-0.286,0.027,0.225,0.031
district,Kapit,0.124,0.037,0.094,-0.158,0.302,-0.271,0.011,-0.685,0.126,0.003,0.199,0.088,0.024,0.08,-0.176,0.026,-0.073,-0.386,,,-0.05,,,0.218,-0.468,0.106,0.178,-0.286
district,Song,0.123,0.076,0.116,-0.581,0.375,-0.412,0.0,-0.757,0.248,-0.175,0.218,0.29,0.031,0.467,-0.346,-0.204,-0.019,-0.179,,,-0.194,,,-0.875,0.222,0.7,0.478,0.056
district,Belaga,0.825,0.235,0.207,0.21,0.33,-0.035,-0.025,-0.771,-0.248,-0.197,0.043,-0.144,-0.317,-0.431,-0.198,-0.328,-0.079,-0.094,,,0.262,,,-0.875,-0.1,0.072,-0.85,0.033
district,Miri,0.179,0.315,-0.104,-0.596,0.305,-0.298,0.107,-0.253,-0.03,-0.0,0.044,0.003,-0.309,-0.083,0.129,0.068,-0.019,-0.301,,,0.179,,,0.169,-0.141,-0.317,-0.614,-0.292
district,Marudi,0.083,0.306,0.284,0.033,0.277,0.027,0.006,-0.717,-0.08,-0.147,0.6,0.625,-0.19,0.029,-0.127,-0.249,0.066,0.143,,,0.089,,,0.562,-0.103,0.409,0.162,-0.9
district,Limbang,0.125,0.305,-0.18,-0.039,0.302,-0.324,-0.045,-0.66,0.029,0.015,0.003,-0.001,-0.001,0.034,0.047,0.019,0.08,0.049,,,-0.007,,,0.143,-0.101,0.14,-0.197,0.116
district,Lawas,0.117,0.275,0.109,-0.577,0.317,-0.353,0.035,-0.679,0.055,0.055,0.031,-0.058,0.042,0.085,0.001,0.012,0.087,0.103,,,-0.07,,,0.212,0.022,0.153,0.172,0.131
district,Matu,0.014,-0.687,-0.74,0.14,0.119,0.457,-0.79,-0.672,-0.109,-0.298,0.024,0.043,-0.223,0.116,-0.26,-0.189,0.083,0.258,,,0.079,,,-0.875,0.068,0.319,-0.85,0.725
district,Asajaya,-0.534,-0.699,-0.744,0.707,-0.117,0.02,-0.227,0.004,0.068,0.038,0.06,0.024,0.003,0.229,-0.182,-0.167,0.083,0.193,,,-0.084,,,-0.875,-0.308,0.164,-0.85,0.263
district,Pakan,-0.2,-0.205,-0.121,-0.825,0.235,-0.174,-0.244,-0.601,-0.045,0.136,0.029,0.085,-0.149,0.158,-0.396,-0.259,-0.159,0.22,,,0.029,,,-0.875,-0.119,0.263,-0.85,0.019
district,Selangau,0.116,0.009,0.012,-0.813,0.22,0.042,-0.048,-0.727,0.019,-0.156,0.019,-0.027,-0.22,0.182,-0.319,-0.32,0.09,0.102,,,0.057,,,-0.875,0.05,0.342,-0.85,0.012
district,Tebedu,-0.344,-0.01,0.102,-0.824,0.133,-0.209,-0.292,-0.362,0.089,0.109,-0.009,-0.045,-0.198,0.145,-0.347,-0.336,0.038,0.331,,,0.057,,,-0.875,-0.45,0.219,-0.85,0.144
district,Pusa,-0.187,-0.653,-0.739,0.712,0.005,-0.065,0.001,-0.558,0.034,0.057,-0.009,-0.045,0.226,0.115,-0.475,-0.336,-0.362,0.489,,,-0.25,,,-0.875,-0.247,0.024,-0.85,0.089
district,Kabong,-0.267,-0.576,-0.724,0.241,0.069,0.221,0.001,-0.532,0.125,0.08,-0.009,-0.045,-0.179,0.261,-0.374,-0.205,-0.244,0.24,,,0.013,,,-0.875,-0.345,0.253,-0.85,0.164
district,Tanjung Manis,-0.304,-0.697,-0.738,0.85,-0.063,-0.012,0.031,-0.665,-0.06,-0.247,-0.009,-0.045,-0.185,0.107,-0.269,-0.153,-0.044,0.13,,,0.062,,,-0.875,-0.433,0.34,-0.85,0.8
district,Sebauh,0.183,0.065,0.078,-0.729,0.214,0.313,0.002,-0.722,-0.21,-0.238,-0.009,-0.045,-0.425,-0.412,-0.203,-0.31,-0.324,-0.424,,,0.325,,,-0.875,-0.411,0.071,-0.85,0.028
district,Bukit Mabong,0.496,0.239,0.586,-0.745,0.353,-0.437,-0.373,-0.775,-0.375,-0.35,-0.009,-0.045,-0.165,0.191,-0.116,0.001,-0.035,-0.038,,,0.027,,,-0.875,0.55,0.634,-0.85,-0.319
district,Subis,0.117,-0.397,-0.286,-0.761,-0.017,0.403,0.014,-0.62,-0.172,-0.15,-0.009,-0.045,-0.321,-0.128,0.016,-0.288,-0.038,-0.047,,,0.196,,,-0.875,-0.401,0.178,-0.85,0.011
district,Beluru,0.168,0.11,0.137,-0.599,0.274,0.079,-0.119,-0.72,-0.091,-0.019,-0.009,-0.045,-0.166,-0.064,-0.219,-0.236,-0.019,0.065,,,0.099,,,-0.875,-0.236,0.179,-0.85,0.097
district,Telang Usan,0.397,0.228,0.102,-0.596,0.371,-0.348,-0.372,-0.765,-0.082,0.048,-0.009,-0.045,-0.14,-0.068,-0.163,-0.323,-0.003,0.091,,,0.086,,,-0.875,0.371,0.425,-0.85,0.221
district,W.P. Kuala Lumpur,-0.566,-0.452,-0.356,0.003,-0.563,-0.525,0.197,0.9,-0.075,-0.155,-0.171,-0.211,-0.201,-0.329,0.525,0.388,-0.029,-0.725,,,0.172,,,0.328,0.308,-0.478,0.029,-0.538
district,W.P. Labuan,-0.647,-0.649,-0.536,0.038,-0.337,-0.352,0.078,0.107,0.034,-0.011,0.045,-0.311,0.031,-0.254,0.2,0.093,-0.083,-0.452,,,0.027,,,-0.085,-0.059,-0.347,0.088,-0.316
district,W.P. Putrajaya,-0.67,-0.59,-0.555,0.292,-0.575,-0.429,0.175,0.24,0.24,-0.093,0.06,-0.465,0.42,-0.532,0.498,0.5,0.007,-0.706,,,-0.272,,,0.09,-0.233,-0.483,0.052,-0.743
parliament,P.001 Padang Besar,-0.177,0.037,0.042,0.047,-0.422,-0.263,-0.755,-0.05,0.063,-0.087,-0.059,0.2,-0.115,0.04,-0.232,-0.156,-0.185,-0.025,-0.022,-0.106,0.055,0.0,-0.001,-1.0,-0.202,0.008,0.092,0.107
parliament,P.002 Kangar,-0.611,-0.124,-0.454,0.017,-0.571,-0.856,-0.313,0.038,0.247,-0.131,-0.02,0.29,-0.111,0.036,-0.021,-0.003,-0.009,-0.275,-0.044,-0.109,0.055,0.0,-0.004,0.047,0.028,0.019,0.06,0.067
parliament,P.003 Arau,-0.497,-0.5,-0.739,0.192,-0.712,-0.698,-0.536,0.018,0.27,-0.245,-0.073,0.241,-0.305,-0.079,-0.11,-0.091,-0.185,-0.742,0.051,-0.094,0.237,0.0,0.0,-1.0,-0.343,0.055,0.119,0.04
parliament,P.004 Langkawi,-0.151,0.069,0.168,0.037,0.01,-0.66,-0.744,-0.018,0.015,-0.121,0.085,0.168,0.004,-0.223,0.035,-0.105,-0.317,-0.825,0.264,0.077,0.047,0.0,-0.003,-0.068,-0.009,-0.186,0.181,0.021
parliament,P.005 Jerlun,-0.365,-0.368,-0.715,0.192,-0.602,-0.647,-0.75,0.0,0.237,0.013,0.054,0.179,-0.108,0.323,-0.2,-0.265,-0.273,0.018,-0.133,-0.154,-0.128,0.0,-0.007,-1.0,-0.235,0.142,0.013,-0.08
parliament,P.006 Kubang Pasu,0.002,0.043,-0.426,-0.485,-0.205,0.104,-0.669,0.005,0.275,0.039,0.086,0.247,-0.066,0.019,0.032,0.067,0.051,-0.258,-0.044,-0.142,0.033,0.0,0.35,0.067,-0.054,-0.193,0.037,-0.135
parliament,P.007 Padang Terap,0.023,0.047,0.054,0.144,-0.016,0.114,-0.889,-0.652,-0.012,0.048,0.092,0.175,0.024,0.122,-0.226,-0.081,-0.185,0.067,0.0,-0.031,-0.093,0.0,0.35,0.106,0.021,0.048,0.241,-0.005
parliament,P.008 Pokok Sena,-0.357,-0.391,-0.665,0.001,-0.406,0.001,-0.59,0.016,0.05,-0.044,0.068,0.148,0.012,0.177,-0.09,-0.04,-0.097,0.02,0.041,-0.019,-0.117,0.0,0.35,0.02,-0.196,0.014,-0.435,0.126
parliament,P.009 Alor Setar,-0.653,-0.715,-0.775,0.029,-0.796,-0.888,-0.086,0.065,0.252,0.003,0.002,0.092,-0.028,0.135,-0.086,0.045,-0.141,-0.158,0.132,-0.136,-0.066,0.0,0.35,0.124,0.137,-0.123,0.03,-0.175
parliament,P.010 Kuala Kedah,-0.482,-0.495,-0.764,0.254,-0.673,-0.889,-0.497,0.04,0.181,0.014,0.038,0.136,0.106,0.129,-0.018,0.049,0.079,0.03,0.102,-0.157,-0.159,0.0,0.35,-1.0,-0.109,-0.193,0.036,-0.247
parliament,P.011 Pendang,0.002,0.067,-0.494,-0.483,-0.262,0.109,-0.808,-0.196,-0.07,0.049,0.112,0.173,0.202,0.138,-0.244,-0.256,-0.185,0.046,0.071,-0.067,-0.241,0.0,0.35,-1.0,-0.118,0.032,0.114,0.019
parliament,P.012 Jerai,-0.166,0.144,-0.367,0.069,-0.307,-0.229,-0.699,0.005,0.119,0.07,0.045,0.13,0.177,0.164,-0.295,-0.302,0.079,0.187,-0.289,-0.184,-0.237,0.0,0.35,-0.305,0.013,0.043,0.139,0.023
parliament,P.013 Sik,0.031,0.133,0.197,-0.139,0.379,-0.102,-0.896,-0.684,0.082,-0.013,0.076,0.173,0.01,0.22,-0.193,-0.221,-0.141,0.036,-0.311,-0.16,-0.144,0.0,-0.072,0.019,0.031,0.059,0.158,-0.035
parliament,P.014 Merbok,-0.176,0.147,0.094,0.066,-0.312,0.069,-0.552,0.021,0.071,0.06,0.083,0.185,0.046,-0.162,-0.008,-0.088,0.135,0.108,0.0,-0.178,0.0,0.0,-0.001,0.04,-0.172,-0.323,0.0,0.07
parliament,P.015 Sungai Petani,-0.442,-0.46,-0.357,0.197,-0.488,-0.21,-0.302,0.064,0.002,0.058,0.062,0.131,0.077,-0.245,-0.049,-0.127,0.022,0.069,-0.133,-0.184,-0.012,0.0,0.35,0.058,-0.028,-0.408,-0.452,-0.406
parliament,P.016 Baling,0.028,0.301,0.2,-0.73,0.27,0.041,-0.861,-0.469,0.067,-0.047,0.077,0.171,0.036,0.087,-0.312,-0.331,-0.053,0.249,-0.133,0.006,-0.082,0.0,-0.026,-0.385,0.043,0.083,0.143,0.077
parliament,P.017 Padang Serai,-0.327,0.004,-0.291,-0.447,-0.225,0.21,-0.435,0.042,0.057,0.074,0.055,0.131,0.104,-0.343,-0.132,-0.188,-0.141,0.075,-0.067,-0.046,-0.008,0.0,0.175,0.0,0.001,-0.416,-0.165,-0.46
parliament,P.018 Kulim-Bandar Baharu,0.003,0.295,0.153,-0.738,0.093,0.152,-0.801,-0.128,0.08,0.035,0.057,0.143,0.027,0.032,-0.062,-0.14,-0.009,0.082,-0.156,-0.022,-0.039,0.0,0.35,-1.0,0.026,0.057,0.195,0.014
parliament,P.019 Tumpat,-0.556,-0.737,-0.741,0.155,-0.58,-0.805,-0.417,0.06,0.24,0.342,0.254,0.084,0.458,0.014,-0.215,-0.092,0.062,0.137,-0.2,-0.348,-0.35,0.0,-0.298,-0.513,-0.195,-0.434,0.084,0.352
parliament,P.020 Pengkalan Chepa,-0.689,-0.743,-0.739,0.353,-0.575,-0.74,0.003,0.126,0.176,0.285,0.278,0.106,0.079,-0.167,-0.121,-0.02,-0.022,0.057,0.081,-0.169,-0.027,0.0,-0.21,-1.0,-0.414,-0.347,-0.521,0.256
parliament,P.021 Kota Bharu,-0.762,-0.738,-0.731,0.116,-0.749,-0.795,0.139,0.283,0.4,0.167,0.269,0.15,0.093,0.044,-0.149,-0.038,-0.026,0.032,0.153,-0.184,-0.101,0.0,-0.255,0.15,0.137,-0.179,0.168,0.295
parliament,P.022 Pasir Mas,-0.562,-0.699,-0.729,0.044,-0.469,-0.68,-0.556,0.033,0.134,0.293,0.245,0.051,0.273,0.059,-0.072,-0.026,0.138,0.086,0.041,-0.375,-0.249,0.0,-0.206,-0.227,-0.274,-0.238,0.171,0.33
parliament,P.023 Rantau Panjang,-0.259,-0.403,-0.407,0.048,-0.137,0.033,-0.742,0.007,0.112,0.358,0.269,0.072,0.364,-0.028,-0.394,-0.28,-0.123,0.214,0.081,-0.366,-0.272,0.0,-0.299,-0.25,-0.37,-0.244,0.033,0.45
parliament,P.024 Kubang Kerian,-0.611,-0.726,-0.709,0.121,-0.51,-0.696,0.063,0.068,0.212,0.245,0.279,0.115,0.08,-0.074,0.01,0.033,0.216,0.088,0.102,-0.166,-0.051,0.0,-0.397,0.008,-0.215,-0.439,-0.074,0.233
parliament,P.025 Bachok,-0.417,-0.5,-0.24,0.002,-0.603,-0.656,-0.586,0.027,0.364,0.3,0.232,0.09,0.123,-0.104,-0.235,-0.272,0.025,0.15,-0.133,-0.36,-0.078,0.0,-0.521,-1.0,-0.143,-0.205,0.02,0.319
parliament,P.026 Ketereh,-0.611,-0.654,-0.418,0.005,-0.441,-0.447,0.015,0.043,-0.019,0.282,0.305,0.077,0.123,-0.104,-0.072,0.001,0.124,0.111,0.102,-0.166,-0.078,0.0,-0.464,-1.0,-0.351,-0.312,0.046,0.235
parliament,P.027 Tanah Merah,0.003,0.049,0.075,-0.381,0.205,0.243,-0.808,-0.087,0.038,0.294,0.282,0.068,0.278,-0.064,-0.28,-0.204,-0.057,0.098,-0.311,-0.241,-0.206,0.0,-0.204,-0.306,-0.109,-0.315,0.059,0.3
parliament,P.028 Pasir Puteh,-0.215,-0.008,0.022,0.013,-0.368,-0.38,-0.71,0.009,0.244,0.337,0.26,0.097,0.401,0.048,-0.243,-0.169,0.095,0.141,-0.222,-0.294,-0.327,0.0,-0.308,-0.354,-0.189,-0.176,0.083,0.341
parliament,P.029 Machang,-0.068,0.024,0.082,0.005,0.134,-0.039,-0.764,0.0,0.226,0.298,0.305,0.151,0.393,0.023,-0.215,-0.183,0.0,0.026,0.112,-0.211,-0.311,0.0,-0.269,-0.207,-0.363,-0.259,0.179,0.332
parliament,P.030 Jeli,0.027,0.308,0.139,-0.628,0.361,-0.028,-0.9,-0.636,0.16,0.241,0.222,0.027,0.174,-0.171,-0.415,-0.395,-0.044,0.27,-0.244,-0.273,-0.105,0.0,-0.248,0.007,-0.09,-0.117,0.37,0.421
parliament,P.031 Kuala Krai,0.05,0.307,0.18,-0.434,0.326,0.15,-0.9,-0.664,0.157,0.129,0.277,0.097,0.198,-0.03,-0.373,-0.339,0.084,0.342,-0.311,-0.151,-0.152,0.0,-0.149,-0.165,0.011,0.025,0.148,0.526
parliament,P.032 Gua Musang,0.221,0.389,0.168,-0.792,0.4,0.17,-0.918,-0.798,-0.103,0.299,0.301,0.036,0.535,-0.309,-0.384,-0.227,0.022,0.265,0.0,-0.282,-0.342,0.0,-0.12,-0.22,0.044,0.02,0.084,0.277
parliament,P.033 Besut,0.013,0.214,0.214,0.034,0.173,-0.275,-0.816,-0.336,0.099,0.082,0.449,0.036,0.231,-0.103,0.001,0.014,-0.057,0.075,-0.022,-0.193,-0.163,0.0,-0.146,-0.314,0.019,-0.005,-0.145,0.168
parliament,P.034 Setiu,0.032,0.15,0.16,-0.102,0.064,0.142,-0.858,-0.55,0.109,0.105,0.437,0.027,0.215,-0.08,-0.077,-0.023,-0.057,0.071,0.0,-0.055,-0.156,0.0,-0.038,-0.283,0.003,0.112,-0.39,0.169
parliament,P.035 Kuala Nerus,-0.344,-0.315,0.005,0.016,-0.097,-0.047,-0.517,0.017,0.215,0.047,0.457,0.072,0.06,-0.236,0.082,0.103,-0.238,-0.342,0.081,-0.336,0.004,0.0,-0.033,-1.0,-0.11,-0.314,-0.712,0.016
parliament,P.036 Kuala Terengganu,-0.728,-0.556,-0.436,0.189,-0.704,-0.799,0.13,0.155,0.184,-0.148,0.419,0.023,0.008,0.038,0.033,0.091,-0.303,-0.425,0.081,-0.16,-0.027,0.0,-0.016,0.153,0.072,-0.043,-0.153,0.159
parliament,P.037 Marang,0.004,-0.26,0.023,0.002,-0.077,0.098,-0.742,0.002,0.099,0.084,0.466,0.051,0.19,-0.113,0.014,0.053,-0.15,0.034,-0.222,-0.318,-0.132,0.0,-0.025,-1.0,-0.15,-0.224,-0.316,0.138
parliament,P.038 Hulu Terengganu,0.099,0.229,-0.017,0.452,0.262,-0.359,0.009,-0.759,-0.043,0.066,0.55,0.089,0.087,0.038,-0.08,0.015,-0.066,0.04,0.0,-0.315,-0.093,0.0,-0.005,-0.045,0.035,0.196,0.025,0.313
parliament,P.039 Dungun,0.061,0.232,0.171,-0.394,0.352,-0.055,-0.844,-0.613,0.052,0.015,0.49,0.061,0.174,-0.304,0.074,0.1,-0.044,-0.108,-0.067,-0.321,-0.078,0.0,-0.015,-0.439,-0.137,0.001,-0.072,0.108
parliament,P.040 Kemaman,0.057,0.187,0.147,-0.474,0.192,0.13,0.824,-0.501,-0.034,0.038,0.456,-0.001,0.311,-0.468,0.089,0.096,-0.026,-0.208,-0.111,-0.025,-0.152,0.0,0.0,-0.593,0.02,-0.301,-0.155,0.067
parliament,P.041 Kepala Batas,-0.615,-0.739,-0.708,0.078,-0.563,-0.413,0.042,0.048,0.031,0.011,-0.305,0.115,0.038,-0.304,0.035,0.007,-0.053,-0.142,-0.089,-0.1,0.036,0.0,0.175,-0.251,0.006,-0.015,0.032,-0.033
parliament,P.042 Tasek Gelugor,-0.656,-0.677,-0.729,0.035,-0.571,-0.395,-0.217,0.058,0.088,0.016,-0.301,0.13,-0.0,-0.084,0.02,-0.042,-0.053,-0.292,-0.111,-0.097,0.022,0.0,-0.002,-1.0,-0.011,-0.277,-0.629,-0.516
parliament,P.043 Bagan,-0.78,-0.735,-0.734,0.27,-0.824,-0.824,0.206,0.409,0.19,-0.078,-0.359,0.091,-0.226,0.009,0.076,0.042,0.079,-0.408,-0.133,-0.106,0.153,0.0,0.35,-0.222,0.056,-0.342,-0.342,-0.338
